case_id,case_type,difficulty,ai_correct
CASE028329,routine,-1.196,1
CASE028330,routine,-0.321,1
CASE028331,routine,-0.355,1
CASE028332,routine,0.039,1
CASE028333,routine,-0.425,1
CASE028334,routine,-0.847,1
CASE028335,routine,-1.079,1
CASE028336,routine,-0.155,1
CASE028337,ambiguous,0.004,1
CASE028338,ambiguous,0.231,0
CASE028339,routine,0.001,1
CASE028340,routine,-0.068,1
CASE028341,atypical,1.525,0
CASE028342,ambiguous,0.461,1
CASE028343,routine,-0.638,1
CASE028344,ambiguous,0.978,0
CASE028345,routine,0.071,1
CASE028346,routine,-0.202,1
CASE028347,ambiguous,0.789,0
CASE028348,routine,-0.499,1
CASE028349,ambiguous,0.199,0
CASE028350,routine,-0.41,1
CASE028351,routine,-0.18,1
CASE028352,routine,-0.222,1
CASE028353,routine,-0.043,1
CASE028354,atypical,1.394,1
CASE028355,routine,-0.18,1
CASE028356,routine,-0.646,1
CASE028357,ambiguous,0.081,1
CASE028358,routine,-0.513,0
CASE028359,routine,-0.812,1
CASE028360,atypical,1.65,1
CASE028361,ambiguous,0.054,1
CASE028362,ambiguous,0.489,0
CASE028363,routine,-0.214,1
CASE028364,routine,-0.442,1
CASE028365,routine,-0.212,1
CASE028366,routine,-0.751,1
CASE028367,ambiguous,0.421,1
CASE028368,routine,0.078,1
CASE028369,atypical,0.761,0
CASE028370,routine,0.048,1
CASE028371,routine,-0.424,1
CASE028372,routine,-1.153,1
CASE028373,routine,-0.157,1
CASE028374,atypical,1.952,0
CASE028375,ambiguous,0.48,1
CASE028376,routine,0.37,1
CASE028377,atypical,1.169,0
CASE028378,routine,-0.624,1
CASE028379,routine,-0.174,1
CASE028380,routine,-0.545,1
CASE028381,routine,-0.587,1
CASE028382,routine,-0.149,1
CASE028383,ambiguous,0.396,1
CASE028384,routine,-0.514,1
CASE028385,routine,-0.403,1
CASE028386,routine,-0.273,1
CASE028387,routine,-0.814,1
CASE028388,routine,-0.543,1
CASE028389,routine,-0.501,0
CASE028390,ambiguous,0.464,1
CASE028391,routine,-0.317,1
CASE028392,routine,0.171,1
CASE028393,routine,-0.87,1
CASE028394,routine,-0.343,1
CASE028395,ambiguous,0.845,1
CASE028396,routine,-0.036,1
CASE028397,ambiguous,0.476,1
CASE028398,routine,-0.515,1
CASE028399,ambiguous,0.984,1
CASE028400,atypical,1.644,0
CASE028401,routine,-0.611,1
CASE028402,routine,-0.018,1
CASE028403,ambiguous,0.391,1
CASE028404,routine,-0.796,1
CASE028405,routine,-0.395,1
CASE028406,routine,-0.819,1
CASE028407,routine,-0.953,1
CASE028408,atypical,1.327,0
CASE028409,routine,0.491,1
CASE028410,ambiguous,0.449,1
CASE028411,routine,-0.446,1
CASE028412,routine,-0.269,1
CASE028413,routine,-0.807,1
CASE028414,routine,-0.232,1
CASE028415,routine,-0.364,1
CASE028416,routine,-0.679,1
CASE028417,routine,-0.582,1
CASE028418,routine,-0.2,1
CASE028419,routine,-0.117,1
CASE028420,routine,0.36,1
CASE028421,ambiguous,0.835,1
CASE028422,routine,-0.409,0
CASE028423,atypical,0.832,1
CASE028424,routine,-0.294,1
CASE028425,atypical,1.511,0
CASE028426,routine,-0.615,1
CASE028427,routine,-0.378,1
CASE028428,routine,-0.384,1
CASE028429,routine,-0.821,1
CASE028430,ambiguous,0.251,1
CASE028431,routine,0.087,1
CASE028432,routine,-0.662,1
CASE028433,routine,-0.419,1
CASE028434,routine,0.044,1
CASE028435,routine,-0.8,1
CASE028436,ambiguous,1.048,1
CASE028437,routine,-0.3,1
CASE028438,ambiguous,0.377,1
CASE028439,routine,-0.763,1
CASE028440,routine,-0.389,1
CASE028441,ambiguous,-0.128,1
CASE028442,ambiguous,-0.213,1
CASE028443,routine,-0.47,1
CASE028444,routine,-1.56,1
CASE028445,atypical,1.844,0
CASE028446,routine,-0.343,1
CASE028447,routine,-0.275,1
CASE028448,routine,-0.124,1
CASE028449,routine,-0.1,1
CASE028450,routine,-0.458,1
CASE028451,routine,-1.009,1
CASE028452,routine,-0.527,1
CASE028453,routine,-1.64,1
CASE028454,routine,-0.555,1
CASE028455,ambiguous,0.96,1
CASE028456,routine,-1.154,1
CASE028457,routine,-0.049,1
CASE028458,routine,-0.099,1
CASE028459,routine,0.063,1
CASE028460,routine,-0.616,1
CASE028461,routine,-0.664,1
CASE028462,routine,0.056,1
CASE028463,routine,0.051,1
CASE028464,routine,-0.045,1
CASE028465,routine,-0.603,1
CASE028466,routine,-0.848,1
CASE028467,routine,-0.34,1
CASE028468,routine,-0.602,1
CASE028469,routine,0.156,1
CASE028470,routine,-0.344,1
CASE028471,ambiguous,0.237,1
CASE028472,routine,-0.593,1
CASE028473,routine,-0.349,1
CASE028474,atypical,1.459,1
CASE028475,atypical,1.652,0
CASE028476,ambiguous,0.212,1
CASE028477,routine,-0.668,1
CASE028478,routine,-0.466,1
CASE028479,routine,-0.437,1
CASE028480,routine,-0.582,1
CASE028481,routine,-0.324,1
CASE028482,routine,-0.782,1
CASE028483,routine,-0.204,1
CASE028484,routine,-0.014,1
CASE028485,routine,-0.58,1
CASE028486,routine,0.373,1
CASE028487,routine,-0.161,1
CASE028488,atypical,1.284,0
CASE028489,routine,-0.355,1
CASE028490,routine,-0.956,1
CASE028491,ambiguous,0.477,1
CASE028492,routine,-1.382,1
CASE028493,routine,-0.742,1
CASE028494,ambiguous,0.504,1
CASE028495,routine,-0.175,1
CASE028496,ambiguous,0.72,1
CASE028497,routine,-0.154,1
CASE028498,routine,-0.373,1
CASE028499,atypical,2.388,0
CASE028500,ambiguous,1.33,1
CASE028501,routine,-0.145,1
CASE028502,ambiguous,0.557,1
CASE028503,routine,-0.228,1
CASE028504,routine,0.316,1
CASE028505,routine,-0.421,1
CASE028506,routine,-0.336,1
CASE028507,routine,-0.39,1
CASE028508,routine,-0.126,0
CASE028509,routine,-0.173,1
CASE028510,routine,-0.594,1
CASE028511,routine,-0.607,1
CASE028512,routine,0.288,0
CASE028513,ambiguous,0.986,1
CASE028514,routine,0.003,1
CASE028515,ambiguous,0.027,1
CASE028516,routine,-0.5,1
CASE028517,routine,-0.126,0
CASE028518,routine,-0.543,1
CASE028519,routine,-0.98,1
CASE028520,routine,-0.61,1
CASE028521,routine,-0.524,1
CASE028522,routine,0.086,1
CASE028523,ambiguous,0.502,1
CASE028524,routine,-0.132,1
CASE028525,routine,-0.789,1
CASE028526,routine,-0.574,1
CASE028527,ambiguous,0.57,1
CASE028528,ambiguous,0.64,0
CASE028529,routine,-0.23,1
CASE028530,routine,0.179,1
CASE028531,routine,-0.077,1
CASE028532,routine,-0.45,1
CASE028533,routine,-0.669,1
CASE028534,routine,-0.444,0
CASE028535,ambiguous,0.293,1
CASE028536,routine,-0.426,1
CASE028537,routine,0.314,1
CASE028538,routine,-0.402,0
CASE028539,routine,0.051,1
CASE028540,ambiguous,0.681,1
CASE028541,routine,-0.728,1
CASE028542,routine,-0.547,1
CASE028543,routine,-0.861,1
CASE028544,ambiguous,0.484,1
CASE028545,routine,0.55,1
CASE028546,routine,-0.502,1
CASE028547,ambiguous,0.097,1
CASE028548,routine,-0.254,1
CASE028549,routine,-0.214,1
CASE028550,ambiguous,1.652,1
CASE028551,routine,-1.156,1
CASE028552,routine,-0.165,1
CASE028553,routine,-0.798,1
CASE028554,routine,0.025,1
CASE028555,routine,0.159,1
CASE028556,routine,-0.304,1
CASE028557,routine,-0.407,1
CASE028558,routine,-0.071,1
CASE028559,routine,-0.564,1
CASE028560,routine,-1.001,1
CASE028561,ambiguous,0.871,0
CASE028562,routine,-0.021,1
CASE028563,routine,0.572,1
CASE028564,routine,-0.219,1
CASE028565,routine,-0.355,1
CASE028566,routine,-0.105,1
CASE028567,routine,-1.041,1
CASE028568,routine,0.19,1
CASE028569,routine,-0.383,1
CASE028570,routine,0.122,1
CASE028571,routine,-0.583,1
CASE028572,ambiguous,1.011,1
CASE028573,routine,-0.356,1
CASE028574,routine,-1.252,1
CASE028575,routine,-0.198,0
CASE028576,routine,-0.192,1
CASE028577,ambiguous,0.008,1
CASE028578,routine,-0.197,1
CASE028579,routine,-0.305,1
CASE028580,routine,-0.316,1
CASE028581,routine,-0.34,1
CASE028582,ambiguous,0.424,1
CASE028583,ambiguous,0.645,1
CASE028584,routine,-0.242,1
CASE028585,routine,-1.368,1
CASE028586,routine,0.148,1
CASE028587,ambiguous,0.648,1
CASE028588,routine,-1.281,1
CASE028589,ambiguous,0.7,1
CASE028590,routine,-1.102,1
CASE028591,atypical,1.619,1
CASE028592,routine,-1.076,1
CASE028593,routine,-0.152,1
CASE028594,routine,-0.55,1
CASE028595,atypical,1.697,1
CASE028596,routine,-0.345,1
CASE028597,atypical,1.169,0
CASE028598,routine,-0.119,1
CASE028599,routine,-0.486,1
CASE028600,routine,-0.47,1
CASE028601,routine,-0.343,1
CASE028602,routine,0.013,1
CASE028603,routine,-0.264,1
CASE028604,routine,-0.227,1
CASE028605,routine,-1.05,1
CASE028606,routine,-0.378,1
CASE028607,ambiguous,0.806,1
CASE028608,routine,-0.046,1
CASE028609,routine,-0.455,1
CASE028610,routine,-0.365,1
CASE028611,ambiguous,0.568,1
CASE028612,atypical,1.072,0
CASE028613,routine,-0.707,1
CASE028614,routine,-0.773,1
CASE028615,routine,-0.64,1
CASE028616,ambiguous,0.658,1
CASE028617,routine,-0.62,1
CASE028618,routine,-0.305,1
CASE028619,ambiguous,0.974,1
CASE028620,atypical,1.134,1
CASE028621,routine,-0.633,1
CASE028622,routine,-0.227,1
CASE028623,routine,-0.37,1
CASE028624,routine,-0.463,1
CASE028625,routine,-0.061,1
CASE028626,routine,-0.455,1
CASE028627,routine,-0.805,1
CASE028628,routine,-0.61,1
CASE028629,routine,-0.823,1
CASE028630,routine,-0.268,1
CASE028631,routine,-0.156,1
CASE028632,atypical,1.774,1
CASE028633,routine,0.349,1
CASE028634,routine,-0.806,1
CASE028635,ambiguous,0.208,1
CASE028636,routine,0.06,1
CASE028637,routine,-0.64,1
CASE028638,routine,-0.792,1
CASE028639,routine,-0.467,1
CASE028640,routine,-0.462,1
CASE028641,ambiguous,-0.245,0
CASE028642,routine,-1.017,1
CASE028643,routine,-0.572,1
CASE028644,ambiguous,0.236,1
CASE028645,routine,-0.069,0
CASE028646,routine,-0.682,1
CASE028647,routine,-0.248,1
CASE028648,routine,-0.108,1
CASE028649,routine,-0.1,1
CASE028650,routine,-0.547,1
CASE028651,ambiguous,0.742,1
CASE028652,routine,-0.828,1
CASE028653,routine,0.388,1
CASE028654,atypical,1.033,1
CASE028655,routine,-0.26,1
CASE028656,routine,-0.275,1
CASE028657,routine,-1.092,1
CASE028658,ambiguous,1.118,1
CASE028659,routine,0.015,1
CASE028660,routine,-0.519,1
CASE028661,routine,-0.388,1
CASE028662,routine,-0.364,1
CASE028663,routine,-0.103,1
CASE028664,routine,0.287,1
CASE028665,atypical,1.567,0
CASE028666,routine,-0.458,1
CASE028667,routine,-0.515,1
CASE028668,ambiguous,0.756,1
CASE028669,routine,-0.532,1
CASE028670,routine,-1.021,1
CASE028671,routine,-0.214,1
CASE028672,ambiguous,0.506,1
CASE028673,routine,-0.348,1
CASE028674,routine,-0.373,1
CASE028675,ambiguous,0.548,1
CASE028676,ambiguous,-0.496,0
CASE028677,atypical,0.747,1
CASE028678,ambiguous,1.147,0
CASE028679,routine,-0.221,1
CASE028680,routine,-0.523,1
CASE028681,routine,-0.347,0
CASE028682,routine,-0.048,1
CASE028683,routine,-0.449,1
CASE028684,routine,-0.347,1
CASE028685,atypical,0.977,1
CASE028686,routine,0.041,1
CASE028687,ambiguous,1.058,1
CASE028688,routine,-0.27,1
CASE028689,atypical,1.225,0
CASE028690,routine,-0.538,1
CASE028691,routine,-0.224,1
CASE028692,routine,-0.627,1
CASE028693,routine,0.028,1
CASE028694,atypical,0.742,1
CASE028695,routine,-0.545,1
CASE028696,ambiguous,0.902,0
CASE028697,routine,-0.869,1
CASE028698,routine,-0.781,1
CASE028699,ambiguous,0.486,0
CASE028700,routine,-0.184,1
CASE028701,routine,-0.334,1
CASE028702,ambiguous,0.474,0
CASE028703,ambiguous,0.982,1
CASE028704,routine,-0.29,1
CASE028705,ambiguous,0.548,1
CASE028706,routine,0.344,1
CASE028707,atypical,0.755,0
CASE028708,ambiguous,0.677,1
CASE028709,routine,-0.667,1
CASE028710,routine,-0.434,1
CASE028711,routine,-0.098,1
CASE028712,routine,-0.254,1
CASE028713,routine,-0.913,1
CASE028714,routine,-0.402,1
CASE028715,routine,-0.266,1
CASE028716,routine,-0.291,1
CASE028717,routine,-1.018,1
CASE028718,ambiguous,0.827,1
CASE028719,routine,0.109,1
CASE028720,ambiguous,0.834,1
CASE028721,atypical,1.453,0
CASE028722,ambiguous,0.717,1
CASE028723,routine,-0.405,1
CASE028724,routine,-0.654,1
CASE028725,routine,-0.659,1
CASE028726,routine,-0.001,1
CASE028727,ambiguous,-0.027,0
CASE028728,routine,-0.127,1
CASE028729,ambiguous,1.093,1
CASE028730,routine,-0.451,1
CASE028731,ambiguous,0.554,1
CASE028732,routine,-0.241,1
CASE028733,routine,-0.408,1
CASE028734,routine,-0.486,1
CASE028735,ambiguous,0.924,1
CASE028736,ambiguous,0.728,1
CASE028737,ambiguous,0.57,0
CASE028738,routine,-0.578,1
CASE028739,routine,-0.454,1
CASE028740,ambiguous,0.66,1
CASE028741,ambiguous,1.0,0
CASE028742,routine,-1.146,1
CASE028743,routine,0.38,1
CASE028744,ambiguous,0.827,0
CASE028745,ambiguous,0.28,0
CASE028746,routine,-0.522,1
CASE028747,routine,-0.728,1
CASE028748,routine,-0.3,1
CASE028749,routine,-0.261,1
CASE028750,routine,-0.261,1
CASE028751,routine,-0.764,1
CASE028752,ambiguous,0.398,1
CASE028753,routine,-0.781,1
CASE028754,routine,-0.607,1
CASE028755,routine,0.168,1
CASE028756,atypical,1.113,1
CASE028757,routine,-0.666,1
CASE028758,routine,0.065,1
CASE028759,ambiguous,0.372,1
CASE028760,ambiguous,0.336,1
CASE028761,routine,-0.847,1
CASE028762,routine,0.059,1
CASE028763,routine,-0.408,1
CASE028764,routine,0.172,1
CASE028765,routine,-0.12,1
CASE028766,routine,-0.684,1
CASE028767,ambiguous,1.134,1
CASE028768,routine,-0.227,1
CASE028769,routine,-0.36,1
CASE028770,routine,-0.347,1
CASE028771,routine,-0.08,1
CASE028772,routine,-0.541,1
CASE028773,routine,-0.644,1
CASE028774,routine,-0.701,1
CASE028775,routine,-0.459,1
CASE028776,routine,-0.502,1
CASE028777,routine,-0.561,1
CASE028778,routine,-0.369,1
CASE028779,ambiguous,0.515,1
CASE028780,ambiguous,0.342,1
CASE028781,routine,-0.859,1
CASE028782,routine,-0.261,1
CASE028783,routine,-0.024,1
CASE028784,routine,-0.811,1
CASE028785,routine,-0.121,1
CASE028786,routine,-0.434,1
CASE028787,routine,-0.775,1
CASE028788,ambiguous,-0.115,1
CASE028789,atypical,1.446,0
CASE028790,routine,-0.674,1
CASE028791,routine,-0.437,1
CASE028792,routine,-0.689,1
CASE028793,routine,-0.352,1
CASE028794,routine,-0.483,1
CASE028795,routine,-0.633,1
CASE028796,ambiguous,0.432,1
CASE028797,ambiguous,0.3,1
CASE028798,routine,-0.768,1
CASE028799,atypical,2.075,1
CASE028800,ambiguous,0.598,1
CASE028801,routine,-0.76,1
CASE028802,ambiguous,0.868,0
CASE028803,routine,-0.88,1
CASE028804,ambiguous,0.988,0
CASE028805,routine,-0.093,1
CASE028806,routine,-0.495,1
CASE028807,ambiguous,0.621,1
CASE028808,routine,-0.375,1
CASE028809,routine,-0.271,1
CASE028810,ambiguous,1.144,1
CASE028811,atypical,1.467,0
CASE028812,routine,-0.125,1
CASE028813,routine,-0.622,1
CASE028814,routine,-0.208,1
CASE028815,routine,-0.862,1
CASE028816,routine,-0.463,1
CASE028817,routine,-0.18,1
CASE028818,routine,-0.175,1
CASE028819,ambiguous,0.754,1
CASE028820,routine,-0.076,1
CASE028821,routine,-0.164,1
CASE028822,routine,-0.14,1
CASE028823,routine,-0.583,1
CASE028824,ambiguous,0.212,1
CASE028825,routine,-0.178,1
CASE028826,routine,-0.185,1
CASE028827,routine,-0.843,1
CASE028828,ambiguous,0.906,0
CASE028829,ambiguous,-0.039,1
CASE028830,routine,-0.196,1
CASE028831,routine,-0.723,1
CASE028832,routine,-0.919,1
CASE028833,routine,-0.399,1
CASE028834,routine,-0.613,1
CASE028835,routine,-1.084,1
CASE028836,routine,0.02,1
CASE028837,ambiguous,0.66,1
CASE028838,routine,-0.801,1
CASE028839,ambiguous,0.232,1
CASE028840,ambiguous,0.944,1
CASE028841,routine,-0.945,1
CASE028842,routine,-1.095,1
CASE028843,ambiguous,1.337,1
CASE028844,routine,-0.228,1
CASE028845,routine,-0.3,1
CASE028846,routine,-0.468,1
CASE028847,routine,-1.311,1
CASE028848,routine,-0.877,1
CASE028849,routine,-0.161,1
CASE028850,routine,-0.684,1
CASE028851,routine,-1.118,0
CASE028852,atypical,1.296,0
CASE028853,routine,-0.603,1
CASE028854,routine,-0.447,1
CASE028855,ambiguous,0.742,1
CASE028856,atypical,1.096,0
CASE028857,routine,-0.445,1
CASE028858,routine,-0.236,0
CASE028859,routine,-0.106,1
CASE028860,ambiguous,0.613,1
CASE028861,ambiguous,0.371,1
CASE028862,routine,-0.576,1
CASE028863,ambiguous,0.657,1
CASE028864,routine,-0.587,1
CASE028865,routine,-0.237,1
CASE028866,routine,-0.589,1
CASE028867,ambiguous,0.852,1
CASE028868,atypical,0.758,1
CASE028869,routine,-0.689,1
CASE028870,routine,0.087,1
CASE028871,routine,-0.047,1
CASE028872,atypical,1.49,0
CASE028873,routine,-1.152,1
CASE028874,routine,-0.576,1
CASE028875,atypical,1.434,1
CASE028876,routine,-0.948,1
CASE028877,routine,-0.574,1
CASE028878,routine,-0.825,1
CASE028879,ambiguous,0.685,1
CASE028880,routine,-0.722,1
CASE028881,atypical,1.182,1
CASE028882,routine,0.176,1
CASE028883,routine,0.189,1
CASE028884,ambiguous,0.997,1
CASE028885,routine,-0.696,1
CASE028886,routine,-0.849,1
CASE028887,routine,-0.012,1
CASE028888,routine,-1.095,1
CASE028889,routine,-0.493,1
CASE028890,ambiguous,0.297,1
CASE028891,ambiguous,0.33,1
CASE028892,routine,-1.264,1
CASE028893,routine,0.059,1
CASE028894,routine,-0.152,1
CASE028895,routine,0.113,1
CASE028896,routine,-1.312,1
CASE028897,routine,-0.514,1
CASE028898,routine,-0.05,1
CASE028899,ambiguous,0.332,1
CASE028900,routine,0.357,1
CASE028901,atypical,1.689,1
CASE028902,routine,-0.066,1
CASE028903,routine,-0.557,1
CASE028904,ambiguous,0.753,1
CASE028905,routine,-0.259,1
CASE028906,ambiguous,0.037,0
CASE028907,routine,-0.73,0
CASE028908,routine,-1.219,1
CASE028909,routine,-0.238,1
CASE028910,routine,0.149,1
CASE028911,routine,-0.178,1
CASE028912,ambiguous,0.378,1
CASE028913,routine,-0.564,1
CASE028914,routine,-0.952,1
CASE028915,routine,-0.479,1
CASE028916,routine,-0.367,1
CASE028917,routine,-0.505,1
CASE028918,ambiguous,0.549,0
CASE028919,routine,-0.166,1
CASE028920,ambiguous,0.742,1
CASE028921,routine,-0.232,1
CASE028922,routine,-0.224,1
CASE028923,atypical,1.254,0
CASE028924,routine,-0.358,1
CASE028925,ambiguous,0.745,1
CASE028926,atypical,0.99,0
CASE028927,ambiguous,0.75,1
CASE028928,atypical,1.498,1
CASE028929,routine,-0.75,1
CASE028930,routine,0.517,1
CASE028931,ambiguous,0.829,1
CASE028932,routine,-0.66,1
CASE028933,routine,-1.096,1
CASE028934,atypical,0.929,1
CASE028935,routine,0.156,1
CASE028936,ambiguous,0.561,1
CASE028937,routine,-1.11,1
CASE028938,routine,-0.681,1
CASE028939,routine,-0.68,1
CASE028940,ambiguous,0.653,1
CASE028941,routine,-0.453,1
CASE028942,routine,-0.542,1
CASE028943,routine,-0.282,1
CASE028944,ambiguous,1.182,1
CASE028945,routine,-0.206,1
CASE028946,ambiguous,0.718,0
CASE028947,routine,-0.664,1
CASE028948,routine,-0.561,1
CASE028949,ambiguous,0.35,1
CASE028950,routine,-0.077,1
CASE028951,ambiguous,0.22,1
CASE028952,routine,-0.288,1
CASE028953,routine,-0.43,1
CASE028954,routine,-0.18,0
CASE028955,routine,-0.285,1
CASE028956,routine,0.109,1
CASE028957,routine,-0.711,1
CASE028958,routine,-0.595,1
CASE028959,ambiguous,1.036,1
CASE028960,routine,-0.435,1
CASE028961,routine,-0.388,1
CASE028962,routine,0.356,1
CASE028963,routine,-0.541,1
CASE028964,atypical,1.256,1
CASE028965,routine,0.236,1
CASE028966,routine,-0.194,1
CASE028967,routine,-0.864,1
CASE028968,routine,-0.466,1
CASE028969,routine,-0.591,1
CASE028970,routine,-0.59,1
CASE028971,ambiguous,1.019,1
CASE028972,ambiguous,0.785,1
CASE028973,ambiguous,0.558,1
CASE028974,routine,-0.552,1
CASE028975,routine,-0.847,1
CASE028976,routine,-0.823,1
CASE028977,ambiguous,0.711,1
CASE028978,routine,-0.311,1
CASE028979,routine,-0.219,1
CASE028980,atypical,1.333,1
CASE028981,routine,-0.045,1
CASE028982,routine,-1.283,1
CASE028983,routine,-0.861,1
CASE028984,ambiguous,0.164,1
CASE028985,atypical,1.137,0
CASE028986,routine,-0.76,1
CASE028987,routine,-0.647,1
CASE028988,routine,-0.483,1
CASE028989,routine,0.385,1
CASE028990,routine,-0.936,1
CASE028991,routine,-0.439,1
CASE028992,ambiguous,0.25,1
CASE028993,ambiguous,0.883,0
CASE028994,ambiguous,0.594,1
CASE028995,routine,-0.66,1
CASE028996,routine,-0.829,1
CASE028997,routine,-0.488,1
CASE028998,ambiguous,0.561,1
CASE028999,routine,-0.365,1
CASE029000,routine,-0.585,1
CASE029001,routine,-0.867,1
CASE029002,routine,-0.302,1
CASE029003,ambiguous,0.936,1
CASE029004,routine,-0.583,1
CASE029005,ambiguous,1.268,1
CASE029006,routine,-0.467,1
CASE029007,ambiguous,0.621,1
CASE029008,routine,-0.201,1
CASE029009,routine,-0.45,1
CASE029010,routine,-0.486,1
CASE029011,routine,-1.121,1
CASE029012,routine,-1.062,1
CASE029013,ambiguous,0.495,1
CASE029014,routine,-0.344,1
CASE029015,routine,-0.809,1
CASE029016,routine,0.393,1
CASE029017,routine,-0.258,1
CASE029018,routine,-0.433,1
CASE029019,routine,-0.627,1
CASE029020,routine,-0.269,1
CASE029021,routine,0.301,1
CASE029022,routine,0.333,1
CASE029023,routine,-0.499,1
CASE029024,routine,-0.017,1
CASE029025,routine,-0.923,0
CASE029026,ambiguous,0.379,0
CASE029027,ambiguous,0.461,1
CASE029028,ambiguous,0.345,1
CASE029029,routine,-0.423,1
CASE029030,routine,-0.38,1
CASE029031,routine,-0.91,1
CASE029032,routine,-0.666,1
CASE029033,routine,-0.04,1
CASE029034,atypical,1.174,0
CASE029035,ambiguous,0.596,1
CASE029036,routine,-0.488,1
CASE029037,routine,-0.189,1
CASE029038,routine,-0.707,1
CASE029039,ambiguous,0.409,1
CASE029040,routine,-0.619,1
CASE029041,routine,-0.564,1
CASE029042,routine,0.06,1
CASE029043,routine,-0.601,1
CASE029044,ambiguous,0.316,1
CASE029045,routine,-0.283,1
CASE029046,routine,-0.021,1
CASE029047,atypical,1.389,0
CASE029048,routine,-0.547,1
CASE029049,ambiguous,0.455,1
CASE029050,routine,-0.943,1
CASE029051,ambiguous,0.504,1
CASE029052,routine,-0.419,1
CASE029053,ambiguous,0.35,1
CASE029054,atypical,1.266,0
CASE029055,ambiguous,0.277,1
CASE029056,routine,0.133,1
CASE029057,ambiguous,1.132,1
CASE029058,routine,-0.954,1
CASE029059,routine,-0.833,1
CASE029060,routine,-1.025,1
CASE029061,routine,0.178,1
CASE029062,ambiguous,0.956,1
CASE029063,routine,-0.698,1
CASE029064,routine,-0.719,1
CASE029065,routine,-0.54,1
CASE029066,routine,-1.258,1
CASE029067,ambiguous,0.481,0
CASE029068,ambiguous,0.617,1
CASE029069,routine,-0.808,1
CASE029070,routine,-0.831,1
CASE029071,routine,-0.766,1
CASE029072,routine,-0.262,1
CASE029073,ambiguous,0.29,1
CASE029074,routine,-0.567,1
CASE029075,routine,-0.513,1
CASE029076,routine,-0.469,1
CASE029077,routine,-0.857,1
CASE029078,routine,-0.043,1
CASE029079,routine,-0.708,1
CASE029080,routine,-0.631,1
CASE029081,routine,-0.303,0
CASE029082,routine,-0.109,1
CASE029083,atypical,0.992,0
CASE029084,routine,-0.386,1
CASE029085,routine,-0.541,1
CASE029086,routine,-0.747,1
CASE029087,ambiguous,0.819,0
CASE029088,routine,-1.087,1
CASE029089,routine,0.227,1
CASE029090,routine,0.079,1
CASE029091,routine,-0.418,1
CASE029092,routine,-0.675,1
CASE029093,ambiguous,0.476,1
CASE029094,routine,-0.181,1
CASE029095,routine,-1.124,1
CASE029096,routine,0.311,1
CASE029097,routine,-0.366,1
CASE029098,ambiguous,0.752,1
CASE029099,routine,0.008,1
CASE029100,routine,-0.308,1
CASE029101,routine,-0.762,1
CASE029102,routine,-0.001,1
CASE029103,ambiguous,0.712,0
CASE029104,atypical,1.803,0
CASE029105,atypical,1.081,1
CASE029106,routine,-0.383,1
CASE029107,routine,-0.334,1
CASE029108,routine,-0.61,1
CASE029109,ambiguous,0.817,1
CASE029110,routine,-0.677,1
CASE029111,routine,-0.406,1
CASE029112,routine,-0.97,1
CASE029113,routine,-0.345,1
CASE029114,routine,-0.395,1
CASE029115,routine,-0.316,1
CASE029116,routine,-0.148,1
CASE029117,ambiguous,0.307,1
CASE029118,ambiguous,1.17,0
CASE029119,routine,-0.73,1
CASE029120,routine,-0.569,1
CASE029121,ambiguous,0.341,1
CASE029122,ambiguous,0.019,1
CASE029123,routine,-0.801,1
CASE029124,ambiguous,-0.286,1
CASE029125,ambiguous,1.354,0
CASE029126,routine,-1.21,1
CASE029127,routine,-0.686,1
CASE029128,routine,-0.859,1
CASE029129,atypical,1.364,0
CASE029130,ambiguous,1.198,0
CASE029131,routine,-0.213,1
CASE029132,ambiguous,0.69,1
CASE029133,routine,-0.983,1
CASE029134,ambiguous,0.901,1
CASE029135,routine,-0.987,1
CASE029136,routine,-1.335,1
CASE029137,routine,-0.784,1
CASE029138,routine,-0.179,1
CASE029139,routine,-0.403,1
CASE029140,ambiguous,0.304,1
CASE029141,routine,-0.8,1
CASE029142,routine,-0.27,1
CASE029143,ambiguous,0.403,1
CASE029144,routine,-0.818,1
CASE029145,routine,0.37,0
CASE029146,atypical,1.786,0
CASE029147,routine,-0.008,1
CASE029148,routine,0.089,1
CASE029149,ambiguous,0.947,1
CASE029150,routine,-0.063,1
CASE029151,routine,0.234,1
CASE029152,atypical,1.495,1
CASE029153,routine,-0.924,1
CASE029154,atypical,1.453,1
CASE029155,routine,-0.243,0
CASE029156,routine,-0.801,1
CASE029157,routine,-0.377,1
CASE029158,routine,-0.242,1
CASE029159,routine,-0.546,1
CASE029160,routine,-0.285,1
CASE029161,ambiguous,0.695,1
CASE029162,routine,-0.165,1
CASE029163,routine,-0.329,1
CASE029164,ambiguous,0.842,1
CASE029165,routine,-0.369,1
CASE029166,routine,-0.529,1
CASE029167,routine,-0.773,1
CASE029168,routine,-0.739,1
CASE029169,routine,-0.561,1
CASE029170,routine,-1.122,1
CASE029171,ambiguous,0.133,1
CASE029172,routine,-0.812,1
CASE029173,ambiguous,0.571,1
CASE029174,routine,-0.044,1
CASE029175,routine,-0.712,1
CASE029176,routine,-1.19,1
CASE029177,ambiguous,0.646,1
CASE029178,routine,0.319,1
CASE029179,atypical,0.881,0
CASE029180,routine,-0.611,1
CASE029181,ambiguous,1.564,1
CASE029182,routine,-0.566,1
CASE029183,routine,-1.13,0
