participant_id,group,phase,item_id,true_label,response,correct,rt_ms,difficulty,hint_shown,hint_label,hint_correct,followed_hint
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X09,Human,,TRUE,1448,easy,FALSE,,,
5402838e-ae4e-4e1a-91da-0def049ecc90,B,test,X10,AI,,TRUE,1309,hard,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T01,AI,,TRUE,18222,medium,TRUE,AI,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T02,Human,,TRUE,9493,easy,TRUE,Human,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T03,AI,,TRUE,36432,medium,FALSE,AI,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T04,Human,,TRUE,14108,easy,TRUE,Human,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T05,AI,,FALSE,19609,medium,TRUE,AI,TRUE,FALSE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T06,Human,,TRUE,20231,easy,FALSE,AI,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T07,AI,,FALSE,23638,medium,TRUE,AI,TRUE,FALSE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T08,Human,,FALSE,13943,medium,TRUE,Human,TRUE,FALSE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T09,AI,,FALSE,17881,medium,FALSE,AI,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T10,Human,,TRUE,19888,medium,TRUE,Human,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T11,AI,,TRUE,27022,medium,TRUE,AI,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T12,Human,,TRUE,35462,medium,FALSE,AI,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T13,AI,,TRUE,20716,medium,TRUE,Human,FALSE,FALSE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T14,Human,,FALSE,16491,medium,TRUE,AI,FALSE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T15,Human,,TRUE,48,easy,FALSE,Human,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T16,AI,,TRUE,18930,medium,TRUE,Human,FALSE,FALSE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T17,AI,,TRUE,4570,easy,TRUE,AI,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T18,Human,,TRUE,7607,medium,FALSE,Human,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T19,AI,,TRUE,8373,easy,TRUE,AI,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,training,T20,Human,,TRUE,18393,medium,TRUE,Human,TRUE,TRUE
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X01,AI,,TRUE,12435,easy,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X02,Human,,TRUE,4553,easy,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X03,AI,,TRUE,6557,medium,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X04,Human,,FALSE,7557,medium,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X05,AI,,FALSE,10250,medium,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X06,Human,,FALSE,8435,medium,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X07,Human,,TRUE,21652,medium,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X08,AI,,TRUE,51214,hard,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X09,Human,,TRUE,8213,easy,FALSE,,,
3257ffa5-f2dd-41c2-bf41-13c196b1286d,B,test,X10,AI,,TRUE,20105,hard,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T01,,,TRUE,10414,medium,TRUE,AI,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T02,,,TRUE,9227,easy,TRUE,Human,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T03,,,FALSE,10844,medium,TRUE,AI,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T04,,,FALSE,6649,easy,TRUE,Human,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T05,,,TRUE,2344,medium,TRUE,AI,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T06,,,TRUE,9847,easy,TRUE,AI,FALSE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T07,,,FALSE,5368,medium,TRUE,AI,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T08,,,TRUE,7509,medium,TRUE,Human,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T09,,,FALSE,455537,medium,TRUE,AI,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T10,,,TRUE,3573,medium,TRUE,Human,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T11,,,FALSE,3665,medium,TRUE,AI,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T12,,,TRUE,12892,medium,TRUE,AI,FALSE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T13,,,FALSE,8450,medium,TRUE,Human,FALSE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T14,,,TRUE,10494,medium,TRUE,AI,FALSE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T15,,,FALSE,6999,easy,TRUE,Human,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T16,,,FALSE,5710,medium,TRUE,Human,FALSE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T17,,,TRUE,9033,easy,TRUE,AI,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T18,,,FALSE,3067,medium,TRUE,Human,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T19,,,FALSE,4150,easy,TRUE,AI,TRUE,FALSE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,training,T20,,,TRUE,9100,medium,TRUE,Human,TRUE,TRUE
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X01,,,TRUE,7399,easy,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X02,,,TRUE,5968,easy,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X03,,,FALSE,14703,medium,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X04,,,FALSE,9001,medium,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X05,,,FALSE,8663,medium,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X06,,,FALSE,9057,medium,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X07,,,FALSE,5702,medium,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X08,,,FALSE,8411,hard,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X09,,,TRUE,5814,easy,FALSE,,,
92ad5c49-5143-46c6-8cf2-23b4ae64510e,A,test,X10,,,FALSE,12484,hard,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T01,,,FALSE,10788,medium,TRUE,AI,TRUE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T02,,,FALSE,51605,easy,TRUE,Human,TRUE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T03,,,FALSE,8339,medium,FALSE,AI,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T04,,,TRUE,9255,easy,TRUE,Human,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T05,,,TRUE,5762,medium,TRUE,AI,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T06,,,FALSE,13581,easy,FALSE,AI,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T07,,,TRUE,2856,medium,TRUE,AI,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T08,,,FALSE,7717,medium,TRUE,Human,TRUE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T09,,,FALSE,17508,medium,FALSE,AI,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T10,,,TRUE,4452,medium,TRUE,Human,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T11,,,TRUE,5537,medium,TRUE,AI,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T12,,,TRUE,8144,medium,FALSE,AI,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T13,,,FALSE,5727,medium,TRUE,Human,FALSE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T14,,,TRUE,4625,medium,TRUE,AI,FALSE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T15,,,TRUE,3829,easy,FALSE,Human,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T16,,,FALSE,5480,medium,TRUE,Human,FALSE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T17,,,FALSE,1551,easy,TRUE,AI,TRUE,FALSE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T18,,,TRUE,4046,medium,FALSE,Human,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T19,,,TRUE,2197,easy,TRUE,AI,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,training,T20,,,TRUE,54396,medium,TRUE,Human,TRUE,TRUE
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X01,,,TRUE,3675,easy,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X02,,,TRUE,3956,easy,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X03,,,TRUE,7933,medium,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X04,,,FALSE,7730,medium,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X05,,,FALSE,18782,medium,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X06,,,TRUE,15711,medium,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X07,,,FALSE,5138,medium,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X08,,,FALSE,8136,hard,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X09,,,TRUE,3102,easy,FALSE,,,
aecd96bc-6bcc-4c6a-95f9-a2f4b50ce8cd,B,test,X10,,,FALSE,8921,hard,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T01,,,TRUE,9502,medium,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T02,,,TRUE,6337,easy,TRUE,Human,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T03,,,FALSE,8568,medium,FALSE,AI,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T04,,,TRUE,2732,easy,TRUE,Human,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T05,,,TRUE,4353,medium,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T06,,,TRUE,13032,easy,FALSE,AI,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T07,,,TRUE,2339,medium,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T08,,,TRUE,1974,medium,TRUE,Human,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T09,,,FALSE,7901,medium,FALSE,AI,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T10,,,TRUE,1810,medium,TRUE,Human,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T11,,,TRUE,3104,medium,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T12,,,FALSE,10466,medium,FALSE,AI,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T13,,,FALSE,2477,medium,TRUE,Human,FALSE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T14,,,FALSE,3179,medium,TRUE,AI,FALSE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T15,,,FALSE,3839,easy,FALSE,Human,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T16,,,TRUE,5120,medium,TRUE,Human,FALSE,FALSE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T17,,,TRUE,3285,easy,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T18,,,TRUE,3238,medium,FALSE,Human,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T19,,,TRUE,7415,easy,TRUE,AI,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,training,T20,,,TRUE,4380,medium,TRUE,Human,TRUE,TRUE
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X01,,,TRUE,8287,easy,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X02,,,TRUE,4318,easy,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X03,,,TRUE,5528,medium,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X04,,,FALSE,5939,medium,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X05,,,FALSE,6173,medium,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X06,,,FALSE,7749,medium,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X07,,,FALSE,4910,medium,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X08,,,TRUE,4274,hard,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X09,,,TRUE,3454,easy,FALSE,,,
22ca547a-b1c9-4675-9b20-1e0ef88b40eb,B,test,X10,,,FALSE,10263,hard,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T01,,,TRUE,17739,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T02,,,TRUE,2158,easy,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T03,,,TRUE,2458,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T04,,,TRUE,2800,easy,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T05,,,TRUE,2738,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T06,,,FALSE,3201,easy,TRUE,AI,FALSE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T07,,,TRUE,3823,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T08,,,TRUE,2459,medium,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T09,,,TRUE,11279,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T10,,,TRUE,7935,medium,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T11,,,TRUE,7625,medium,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T12,,,FALSE,3376,medium,TRUE,AI,FALSE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T13,,,TRUE,6839,medium,TRUE,Human,FALSE,FALSE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T14,,,FALSE,3904,medium,TRUE,AI,FALSE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T15,,,TRUE,4803,easy,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T16,,,FALSE,15800,medium,TRUE,Human,FALSE,FALSE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T17,,,FALSE,352,easy,TRUE,AI,TRUE,FALSE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T18,,,TRUE,5467,medium,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T19,,,TRUE,2695,easy,TRUE,AI,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,training,T20,,,TRUE,3586,medium,TRUE,Human,TRUE,TRUE
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X01,,,TRUE,13673,easy,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X02,,,TRUE,5422,easy,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X03,,,TRUE,9994,medium,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X04,,,FALSE,10725,medium,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X05,,,TRUE,15434,medium,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X06,,,FALSE,5058,medium,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X07,,,FALSE,5666,medium,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X08,,,FALSE,3182,hard,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X09,,,TRUE,11842,easy,FALSE,,,
b0461a0c-71aa-4482-a7b7-4bd942e33755,A,test,X10,,,FALSE,10367,hard,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T01,,,TRUE,9961,medium,TRUE,AI,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T02,,,TRUE,12476,easy,TRUE,Human,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T03,,,FALSE,6652,medium,FALSE,AI,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T04,,,TRUE,1928,easy,TRUE,Human,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T05,,,TRUE,2276,medium,TRUE,AI,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T06,,,TRUE,5777,easy,FALSE,AI,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T07,,,TRUE,2253,medium,TRUE,AI,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T08,,,TRUE,2066,medium,TRUE,Human,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T09,,,FALSE,8178,medium,FALSE,AI,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T10,,,TRUE,2014,medium,TRUE,Human,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T11,,,TRUE,3228,medium,TRUE,AI,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T12,,,TRUE,6743,medium,FALSE,AI,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T13,,,FALSE,2028,medium,TRUE,Human,FALSE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T14,,,FALSE,3480,medium,TRUE,AI,FALSE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T15,,,FALSE,6080,easy,FALSE,Human,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T16,,,TRUE,3669,medium,TRUE,Human,FALSE,FALSE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T17,,,FALSE,3873,easy,TRUE,AI,TRUE,FALSE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T18,,,FALSE,2008,medium,FALSE,Human,,
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T19,,,FALSE,5888,easy,TRUE,AI,TRUE,FALSE
7fd96540-6c77-42bf-98b8-a395af800514,B,training,T20,,,TRUE,1163,medium,TRUE,Human,TRUE,TRUE
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X01,,,TRUE,7743,easy,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X02,,,TRUE,5544,easy,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X03,,,FALSE,10041,medium,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X04,,,FALSE,6712,medium,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X05,,,FALSE,4278,medium,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X06,,,FALSE,1717,medium,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X07,,,TRUE,2800,medium,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X08,,,FALSE,2105,hard,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X09,,,TRUE,3849,easy,FALSE,,,
7fd96540-6c77-42bf-98b8-a395af800514,B,test,X10,,,FALSE,1976,hard,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T01,,,TRUE,1764,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T02,,,TRUE,1178,easy,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T03,,,TRUE,2101,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T04,,,TRUE,1451,easy,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T05,,,TRUE,1110,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T06,,,TRUE,2535,easy,TRUE,AI,FALSE,FALSE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T07,,,TRUE,2457,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T08,,,TRUE,1268,medium,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T09,,,TRUE,4163,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T10,,,TRUE,1135,medium,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T11,,,TRUE,2957,medium,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T12,,,FALSE,6570,medium,TRUE,AI,FALSE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T13,,,TRUE,8718,medium,TRUE,Human,FALSE,FALSE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T14,,,TRUE,2309,medium,TRUE,AI,FALSE,FALSE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T15,,,TRUE,1321,easy,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T16,,,TRUE,1370,medium,TRUE,Human,FALSE,FALSE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T17,,,TRUE,39671,easy,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T18,,,TRUE,1350,medium,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T19,,,TRUE,2790,easy,TRUE,AI,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,training,T20,,,TRUE,1347,medium,TRUE,Human,TRUE,TRUE
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X01,,,TRUE,3951,easy,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X02,,,TRUE,1159,easy,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X03,,,TRUE,1292,medium,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X04,,,TRUE,1185,medium,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X05,,,TRUE,779,medium,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X06,,,TRUE,2066,medium,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X07,,,TRUE,2530,medium,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X08,,,FALSE,1687,hard,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X09,,,TRUE,3169,easy,FALSE,,,
1007ed5e-6847-4f88-9ad3-eeac03c85b01,A,test,X10,,,TRUE,2129,hard,FALSE,,,
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T01,,,FALSE,32696,medium,TRUE,,TRUE,FALSE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T02,,,TRUE,23348,easy,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T03,,,TRUE,53736,medium,FALSE,,,
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T04,,,TRUE,43468,easy,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T05,,,TRUE,4848,medium,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T06,,,TRUE,168451,easy,FALSE,,,
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T07,,,TRUE,46654,medium,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T08,,,TRUE,26511,medium,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T09,,,TRUE,98130,medium,FALSE,,,
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T10,,,TRUE,4990,medium,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T11,,,TRUE,3835,medium,TRUE,,TRUE,TRUE
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T12,,,TRUE,109419,medium,FALSE,,,
66998a4d-1371-4901-96f5-94d4b3f220ac,B,training,T13,,,FALSE,7574,medium,TRUE,,FALSE,TRUE
